,uv,buy_rate,uv_log,st_uv
43,27,0.67,3.332204510175204,0.21543878873728722
44,48,0.4,3.8918202981106265,0.26112288440210046
45,16,0.62,2.833213344056216,0.17470376899637327
46,3,0.67,1.3862943611198906,0.05658489769082466
47,3,0.33,1.3862943611198906,0.05658489769082466
48,3,0.67,1.3862943611198906,0.05658489769082466
49,59,0.63,4.0943445622221,0.2776559023325777
50,8,0.25,2.1972245773362196,0.12278498420337582
51,5,0.4,1.791759469228055,0.08968494094710022
52,17,0.35,2.8903717578961645,0.17936988189420044
53,1177,0.54,7.071573364211532,0.5207012351097469
54,7,0.29,2.0794415416798357,0.1131697953816493
55,3158,0.49,8.058010800802085,0.6012288099067543
56,7,0.43,2.0794415416798357,0.1131697953816493
57,1815,0.52,7.504391559161238,0.5560342408072843
58,901,0.41,6.804614520062624,0.4989081162635823
59,22,0.23,3.1354942159291497,0.19938039279076808
60,2465,0.5,7.81035268372429,0.5810113011147129
61,1031,0.52,6.939253946041508,0.5098993723168955
62,261,0.44,5.568344503761097,0.3979855209582895
63,121,0.31,4.804021044733257,0.33559016547714976
64,51,0.2,3.9512437185814275,0.26597390055290243
65,31,0.16,3.4657359027997265,0.22633959076329865
66,157,0.14,5.062595033026967,0.35669878870099153
67,2,0.5,1.0986122886681098,0.03310004325627558
68,2,0.5,1.0986122886681098,0.03310004325627558
69,2,0.5,1.0986122886681098,0.03310004325627558
70,2,0.5,1.0986122886681098,0.03310004325627558
71,2,0.5,1.0986122886681098,0.03310004325627558
72,2,0.5,1.0986122886681098,0.03310004325627558
73,4,0.25,1.6094379124341003,0.07480116600382815
74,2,0.5,1.0986122886681098,0.03310004325627558
75,2,0.5,1.0986122886681098,0.03310004325627558
76,2,0.5,1.0986122886681098,0.03310004325627558
77,169,0.47,5.135798437050262,0.3626747303818508
78,2,0.5,1.0986122886681098,0.03310004325627558
79,2,0.5,1.0986122886681098,0.03310004325627558
80,2,0.5,1.0986122886681098,0.03310004325627558
81,2,0.5,1.0986122886681098,0.03310004325627558
82,4,0.25,1.6094379124341003,0.07480116600382815
83,2,0.5,1.0986122886681098,0.03310004325627558
84,4,0.5,1.6094379124341003,0.07480116600382815
85,2,0.5,1.0986122886681098,0.03310004325627558
86,2,0.5,1.0986122886681098,0.03310004325627558
87,4,0.25,1.6094379124341003,0.07480116600382815
88,6,0.5,1.9459101490553132,0.10226899335563791
89,4,0.5,1.6094379124341003,0.07480116600382815
90,2,0.5,1.0986122886681098,0.03310004325627558
91,369,0.48,5.91350300563827,0.4261624494138891
92,8,0.38,2.1972245773362196,0.12278498420337582
93,6,0.33,1.9459101490553132,0.10226899335563791
94,2,0.5,1.0986122886681098,0.03310004325627558
95,2,0.5,1.0986122886681098,0.03310004325627558
96,2,0.5,1.0986122886681098,0.03310004325627558
97,2,0.5,1.0986122886681098,0.03310004325627558
98,2,0.5,1.0986122886681098,0.03310004325627558
99,2,0.5,1.0986122886681098,0.03310004325627558
100,2,0.5,1.0986122886681098,0.03310004325627558
101,2,0.5,1.0986122886681098,0.03310004325627558
102,2,0.5,1.0986122886681098,0.03310004325627558
103,2,0.5,1.0986122886681098,0.03310004325627558
104,722,0.39,6.583409222158765,0.48085007678566544
105,140,0.43,4.948759890378168,0.34740588514304993
106,69,0.45,4.248495242049359,0.2902399547411154
107,42,0.48,3.7612001156935624,0.2504597382973213
108,463,0.43,6.139884552226255,0.4446430506657382
109,13,0.46,2.6390573296152584,0.15885389104646255
110,11,0.27,2.4849066497880004,0.1462698386379249
111,11,0.36,2.4849066497880004,0.1462698386379249
112,16,0.19,2.833213344056216,0.17470376899637327
113,18,0.44,2.9444389791664403,0.1837836460554198
114,7,0.43,2.0794415416798357,0.1131697953816493
115,12,0.42,2.5649493574615367,0.1528041051712531
116,74,0.32,4.31748811353631,0.2958721706455812
117,994,0.39,6.902742737158593,0.5069187888605232
118,1238,0.34,7.122059881629142,0.5248226894025187
119,88,0.33,4.48863636973214,0.3098438159734619
120,2001,0.35,7.601901959875166,0.5639944781175358
121,27,0.41,3.332204510175204,0.21543878873728722
122,151,0.36,5.0238805208462765,0.35353833912789384
123,3076,0.36,8.031710375322042,0.5990817812139286
124,137,0.33,4.927253685157205,0.345650231428693
125,3404,0.31,8.133000218583613,0.6073505523765633
126,5,0.4,1.791759469228055,0.08968494094710022
127,5,0.4,1.791759469228055,0.08968494094710022
128,5,0.4,1.791759469228055,0.08968494094710022
129,5,0.4,1.791759469228055,0.08968494094710022
130,5,0.2,1.791759469228055,0.08968494094710022
131,5,0.4,1.791759469228055,0.08968494094710022
132,2233,0.32,7.711548979629146,0.5729454853045963
133,1783,0.28,7.486613313139955,0.5545829181150042
134,3209,0.25,8.07402621612406,0.602536224353334
135,42,0.36,3.7612001156935624,0.2504597382973213
136,1047,0.34,6.954638864880987,0.5111553163399388
137,86,0.35,4.465908118654584,0.3079884008495398
138,8,0.38,2.1972245773362196,0.12278498420337582
139,32,0.38,3.4965075614664802,0.228851627465271
140,8,0.38,2.1972245773362196,0.12278498420337582
141,59,0.37,4.0943445622221,0.2776559023325777
142,73,0.37,4.30406509320417,0.29477638571923637
143,266,0.28,5.58724865840025,0.39952875692056217
144,2288,0.33,7.735870319952567,0.5749309518728838
145,11,0.27,2.4849066497880004,0.1462698386379249
146,11,0.27,2.4849066497880004,0.1462698386379249
147,17,0.06,2.8903717578961645,0.17936988189420044
148,77,0.22,4.356708826689592,0.29907394380917796
149,17,0.35,2.8903717578961645,0.17936988189420044
150,80,0.24,4.394449154672439,0.3021548660975763
151,382,0.27,5.948034989180646,0.42898145930184406
152,215,0.28,5.375278407684165,0.38222461822295006
153,77,0.32,4.356708826689592,0.29907394380917796
154,3,0.33,1.3862943611198906,0.05658489769082466
155,3,0.33,1.3862943611198906,0.05658489769082466
156,6,0.17,1.9459101490553132,0.10226899335563791
157,21,0.33,3.091042453358316,0.19575158420899544
158,122,0.27,4.812184355372417,0.3362565753108624
159,572,0.3,6.35088571671474,0.46186807825018383
160,3,0.33,1.3862943611198906,0.05658489769082466
161,6,0.33,1.9459101490553132,0.10226899335563791
162,3,0.33,1.3862943611198906,0.05658489769082466
163,3,0.33,1.3862943611198906,0.05658489769082466
164,3,0.33,1.3862943611198906,0.05658489769082466
165,632,0.29,6.450470422144176,0.4699976509099809
166,6,0.33,1.9459101490553132,0.10226899335563791
167,94,0.27,4.553876891600541,0.31516970975007264
168,3,0.33,1.3862943611198906,0.05658489769082466
169,3,0.33,1.3862943611198906,0.05658489769082466
170,55,0.25,4.02535169073515,0.2720236864281119
171,6,0.33,1.9459101490553132,0.10226899335563791
172,6,0.17,1.9459101490553132,0.10226899335563791
173,6,0.33,1.9459101490553132,0.10226899335563791
174,6,0.33,1.9459101490553132,0.10226899335563791
175,3,0.33,1.3862943611198906,0.05658489769082466
176,21,0.33,3.091042453358316,0.19575158420899544
177,3,0.33,1.3862943611198906,0.05658489769082466
178,6,0.33,1.9459101490553132,0.10226899335563791
179,3,0.33,1.3862943611198906,0.05658489769082466
180,9,0.33,2.302585092994046,0.13138606369465283
181,3,0.33,1.3862943611198906,0.05658489769082466
182,6,0.33,1.9459101490553132,0.10226899335563791
183,3,0.33,1.3862943611198906,0.05658489769082466
184,6,0.33,1.9459101490553132,0.10226899335563791
185,174,0.33,5.1647859739235145,0.36504112074494355
186,9,0.33,2.302585092994046,0.13138606369465283
187,3,0.33,1.3862943611198906,0.05658489769082466
188,3,0.33,1.3862943611198906,0.05658489769082466
189,3,0.33,1.3862943611198906,0.05658489769082466
190,3,0.33,1.3862943611198906,0.05658489769082466
191,3,0.33,1.3862943611198906,0.05658489769082466
192,3,0.33,1.3862943611198906,0.05658489769082466
193,3,0.33,1.3862943611198906,0.05658489769082466
194,3,0.33,1.3862943611198906,0.05658489769082466
195,3,0.33,1.3862943611198906,0.05658489769082466
196,3032,0.25,8.017307507688582,0.5979060066968405
197,2002,0.26,7.602401335665818,0.5640352445360047
198,371,0.3,5.918893854273146,0.4266025300014272
199,1968,0.27,7.585281078639126,0.5626376366116481
200,301,0.19,5.71042701737487,0.40958439161948995
201,1297,0.31,7.168579897264035,0.5286203393087759
202,360,0.28,5.8888779583328805,0.4241521898016643
203,222,0.29,5.407171771460119,0.3848282250425301
204,25,0.28,3.258096538021482,0.20938900286207776
205,1071,0.3,6.977281341630747,0.5130037292979445
206,7365,0.28,8.904630097005011,0.6703423655877003
207,57871,0.27,10.965988954191879,0.8386208832089758
208,52,0.31,3.970291913552122,0.2675288952118159
209,16,0.31,2.833213344056216,0.17470376899637327
210,70,0.26,4.2626798770413155,0.29139791389079145
211,61,0.21,4.127134385045092,0.28033269136350236
212,4157,0.27,8.332789468417959,0.6236602980967587
213,361,0.27,5.8916442118257715,0.42437801221755533
214,23,0.3,3.1780538303479458,0.20285473632874956
215,356,0.21,5.877735781779639,0.42324260098993605
216,983,0.27,6.891625897052253,0.5060112683833364
217,11418,0.29,9.343033913701648,0.7061313521273359
218,1402,0.28,7.246368080102461,0.5349705582679178
219,1875,0.28,7.53689712956617,0.5586878249627577
220,5350,0.27,8.585038738311304,0.6442526045070216
221,477,0.26,6.169610732491456,0.4470697399984231
222,10,0.3,2.3978952727983707,0.13916668651817077
223,90,0.3,4.51085950651685,0.3116579962177156
224,125,0.19,4.836281906951478,0.338223772940663
225,30,0.17,3.4339872044851463,0.2237477936726777
226,10,0.3,2.3978952727983707,0.13916668651817077
227,30,0.3,3.4339872044851463,0.2237477936726777
228,10,0.3,2.3978952727983707,0.13916668651817077
229,7,0.29,2.0794415416798357,0.1131697953816493
230,6442,0.18,8.770749549138642,0.65941306036036
231,7015,0.24,8.855948534052018,0.6663682583037333
232,621,0.24,6.432940092739179,0.4685665668290115
233,5806,0.22,8.66681936537205,0.6509287456572828
234,3997,0.22,8.293549515060345,0.6204569542638666
235,7243,0.27,8.887928819003305,0.6689789609118433
236,202,0.28,5.313205979041787,0.3771573509489021
237,59,0.29,4.0943445622221,0.2776559023325777
238,304,0.26,5.720311776607412,0.41039133148097795
239,257,0.27,5.552959584921617,0.39672957693524624
240,2842,0.28,7.952615111651,0.5926248590361032
241,92,0.28,4.532599493153256,0.31343273461977794
242,24,0.29,3.2188758248682006,0.20618722969848094
243,7,0.14,2.0794415416798357,0.1131697953816493
244,7,0.29,2.0794415416798357,0.1131697953816493
245,188,0.17,5.241747015059643,0.3713238161969386
246,76,0.22,4.343805421853684,0.29802057756463335
247,742,0.21,6.610696044717759,0.4830776297587022
248,5244,0.23,8.565030520830398,0.6426192386492563
249,65,0.26,4.189654742026425,0.28543652515609563
250,3243,0.21,8.084562415235304,0.6033963443472986
251,212,0.27,5.3612921657094255,0.3810828548378917
252,32,0.28,3.4965075614664802,0.228851627465271
253,32,0.22,3.4965075614664802,0.228851627465271
254,205,0.26,5.327876168789581,0.3783549482403076
255,1395,0.28,7.241366283322318,0.5345622378317789
256,883,0.26,6.784457062637643,0.4972625672401003
257,2717,0.26,7.907651594711089,0.5889542735136905
258,213,0.23,5.365976015021851,0.3814652197115809
259,89,0.27,4.499809670330265,0.3107559455888533
260,18,0.17,2.9444389791664403,0.1837836460554198
261,25,0.24,3.258096538021482,0.20938900286207776
262,25,0.28,3.258096538021482,0.20938900286207776
263,43,0.23,3.784189633918261,0.25233648189982005
264,850,0.27,6.7464121285733745,0.49415677851000445
265,15,0.13,2.772588722239781,0.16975469307247398
266,1941,0.24,7.571473648851271,0.5615104705149934
267,363,0.09,5.8971538676367405,0.42482779159936496
268,283,0.24,5.648974238161206,0.4045677092724408
269,2111,0.24,7.655390644826152,0.568361013610219
270,11916,0.24,9.385721231090805,0.7096161206655415
271,326,0.26,5.7899601708972535,0.41607706082642115
272,4895,0.23,8.496173824192162,0.6369981393446971
273,2268,0.25,7.727094484779841,0.5742145387512159
274,259,0.25,5.560681631015528,0.3973599642475552
275,239,0.25,5.480638923341991,0.39082569771422704
276,11,0.27,2.4849066497880004,0.1462698386379249
277,11804,0.26,9.376278449519614,0.7088452615405126
278,26,0.23,3.295836866004329,0.21246992515047602
279,356,0.26,5.877735781779639,0.42324260098993605
280,1205,0.19,7.095064377287131,0.522618918119671
281,14947,0.2,9.612332790605375,0.7281154989654454
282,803,0.25,6.6895992691789665,0.48951887486339535
283,1540,0.19,7.340186835320115,0.5426294290162386
284,26862,0.24,10.198505154086057,0.7759675340699504
285,42,0.26,3.7612001156935624,0.2504597382973213
286,1186,0.23,7.079184394609668,0.5213225596833423
287,725,0.24,6.587550014824796,0.48118810936509104
288,1193,0.23,7.085064293952548,0.5218025638037953
289,126,0.23,4.844187086458591,0.33886911030361133
290,1270,0.24,7.147559271189454,0.5269043257272645
291,25394,0.25,10.142307583235345,0.7713798593505762
292,1867,0.22,7.532623618788788,0.5583389579733206
293,65,0.26,4.189654742026425,0.28543652515609563
294,23,0.22,3.1780538303479458,0.20285473632874956
295,213,0.25,5.365976015021851,0.3814652197115809
296,4141,0.24,8.328934041955529,0.6233455613163901
297,1527,0.23,7.331714969726466,0.5419378303755576
298,1870,0.24,7.534228326274089,0.5584699578697727
299,137,0.23,4.927253685157205,0.345650231428693
300,125,0.24,4.836281906951478,0.338223772940663
301,980,0.24,6.8885724595653635,0.5057620017735214
302,19,0.16,2.995732273553991,0.18797096138547748
303,1010,0.25,6.918695219020472,0.5082210657497402
304,35,0.2,3.58351893845611,0.23595477958502512
305,227,0.24,5.429345628954441,0.3866383823841694
306,76,0.25,4.343805421853684,0.29802057756463335
307,223,0.24,5.4116460518550396,0.3851934818097612
308,34,0.24,3.5553480614894135,0.23365505705029072
309,187,0.2,5.236441962829949,0.370890739577599
310,4,0.25,1.6094379124341003,0.07480116600382815
311,908,0.21,6.812345094177479,0.4995391997587601
312,4,0.25,1.6094379124341003,0.07480116600382815
313,10043,0.19,9.214730720277476,0.695657352842728
314,3287,0.19,8.098034756176071,0.6044961555492621
315,645,0.18,6.470799503782602,0.47165721043344244
316,96,0.2,4.574710978503383,0.3168704952526938
317,36,0.17,3.6109179126442243,0.23819148802841164
318,60,0.23,4.110873864173311,0.2790052677863251
319,563,0.19,6.335054251498059,0.46057568052469927
320,3489,0.19,8.157657015196472,0.609363403835607
321,797,0.22,6.682108597449809,0.4889073757398073
322,3704,0.23,8.217438537730187,0.6142436535592506
323,20,0.2,3.044522437723423,0.19195393430273813
324,1066,0.24,6.9726062513017535,0.5126220794616893
325,880,0.24,6.78105762593618,0.49698505507045787
326,396,0.2,5.983936280687191,0.43191225230489033
327,250,0.23,5.5254529391317835,0.3944840787474326
328,629,0.24,6.4457198193855785,0.46960983663531586
329,388,0.22,5.963579343618446,0.4302504188103027
330,2935,0.23,7.984803389734406,0.5952525411118232
331,10520,0.24,9.261128538808288,0.6994450272187855
332,1361,0.23,7.216709486709457,0.5325493863727352
333,602,0.21,6.401917196727186,0.4660340204288463
334,1048,0.22,6.955592608396297,0.5112331749546035
335,304,0.24,5.720311776607412,0.41039133148097795
336,193,0.25,5.267858159063328,0.3734553929435184
337,118,0.21,4.77912349311153,0.3335576600428359
338,586,0.24,6.375024819828097,0.4638386679291524
339,12,0.17,2.5649493574615367,0.1528041051712531
340,436,0.24,6.07993319509559,0.4397489365370126
341,16,0.25,2.833213344056216,0.17470376899637327
342,483,0.25,6.182084906716632,0.4480880661088155
343,135,0.24,4.912654885736052,0.3444584620688473
344,1071,0.24,6.977281341630747,0.5130037292979445
345,1308,0.17,7.1770187659099,0.5293092442518313
346,8,0.12,2.1972245773362196,0.12278498420337582
347,61,0.2,4.127134385045092,0.28033269136350236
348,4,0.25,1.6094379124341003,0.07480116600382815
349,4,0.25,1.6094379124341003,0.07480116600382815
350,4,0.25,1.6094379124341003,0.07480116600382815
351,198,0.16,5.293304824724492,0.3755327251658704
352,57,0.23,4.060443010546419,0.27488835759326424
353,217,0.18,5.384495062789089,0.3829770175701456
354,4,0.25,1.6094379124341003,0.07480116600382815
355,4,0.25,1.6094379124341003,0.07480116600382815
356,4,0.25,1.6094379124341003,0.07480116600382815
357,4,0.25,1.6094379124341003,0.07480116600382815
358,12,0.17,2.5649493574615367,0.1528041051712531
359,8,0.12,2.1972245773362196,0.12278498420337582
360,4,0.25,1.6094379124341003,0.07480116600382815
361,4,0.25,1.6094379124341003,0.07480116600382815
362,4,0.25,1.6094379124341003,0.07480116600382815
363,4,0.25,1.6094379124341003,0.07480116600382815
364,4,0.25,1.6094379124341003,0.07480116600382815
365,4,0.25,1.6094379124341003,0.07480116600382815
366,12,0.25,2.5649493574615367,0.1528041051712531
367,16,0.25,2.833213344056216,0.17470376899637327
368,4,0.25,1.6094379124341003,0.07480116600382815
369,4,0.25,1.6094379124341003,0.07480116600382815
370,4,0.25,1.6094379124341003,0.07480116600382815
371,4,0.25,1.6094379124341003,0.07480116600382815
372,8,0.12,2.1972245773362196,0.12278498420337582
373,8,0.25,2.1972245773362196,0.12278498420337582
374,4,0.25,1.6094379124341003,0.07480116600382815
375,250,0.22,5.5254529391317835,0.3944840787474326
376,42,0.21,3.7612001156935624,0.2504597382973213
377,122,0.16,4.812184355372417,0.3362565753108624
378,1208,0.22,7.097548850614793,0.5228217374818557
379,25,0.16,3.258096538021482,0.20938900286207776
380,1376,0.15,7.227662498728654,0.5334435327847742
381,721,0.21,6.582025138892826,0.48073708749248895
382,2540,0.22,7.840312983320164,0.5834571027207289
383,12044,0.22,9.396404915048972,0.7104882805483035
384,135,0.22,4.912654885736052,0.3444584620688473
385,982,0.22,6.890609120147166,0.5059282640535745
386,1755,0.23,7.470793774195062,0.5532914939877508
387,2958,0.23,7.99260665240021,0.5958895585187792
388,12709,0.21,9.4501443641835,0.714875287112742
389,8478,0.23,9.045347797304004,0.6818298200533944
390,863,0.24,6.761572768804055,0.4953944136045993
391,881,0.22,6.782192056006791,0.4970776639871256
392,249,0.19,5.521460917862246,0.39415819108395844
393,29,0.24,3.4011973816621555,0.22107100464175305
394,3198,0.22,8.070593539949519,0.6022559986875737
395,794,0.23,6.678342114654332,0.48859989985356894
396,25,0.24,3.258096538021482,0.20938900286207776
397,21,0.14,3.091042453358316,0.19575158420899544
398,17,0.24,2.8903717578961645,0.17936988189420044
399,46,0.24,3.8501476017100584,0.25772094419594965
400,83,0.19,4.430816798843313,0.30512372968438745
401,25,0.24,3.258096538021482,0.20938900286207776
402,21,0.14,3.091042453358316,0.19575158420899544
403,30,0.13,3.4339872044851463,0.2237477936726777
404,4526,0.19,8.417814747435958,0.6306013156025657
405,355,0.22,5.87493073085203,0.42301361135511123
406,3879,0.19,8.263590432617319,0.6180112520198205
407,1541,0.21,7.340835554123275,0.5426823870143901
408,1005,0.16,6.913737350659685,0.5078163313991899
409,5077,0.12,8.532672762264625,0.63997772107651
410,374,0.22,5.926926025970411,0.427258234340234
411,5228,0.21,8.56197533418813,0.6423698292475771
412,6035,0.19,8.70549681988774,0.6540861700371149
413,2787,0.22,7.933079771880415,0.5910300964326095
414,82,0.21,4.418840607796598,0.30414605630691416
415,1763,0.22,7.475339236566737,0.5536625616779502
416,3849,0.21,8.25582842728183,0.6173776026447637
417,2212,0.21,7.70210434005105,0.5721744745016358
418,2191,0.22,7.692569648067906,0.5713961122929865
419,193,0.21,5.267858159063328,0.3734553929435184
420,420,0.22,6.042632833682381,0.4367039308101016
421,2714,0.21,7.906547232368036,0.5888641191684837
422,1462,0.21,7.288244401020124,0.5383891213108778
423,193,0.22,5.267858159063328,0.3734553929435184
424,396,0.21,5.983936280687191,0.43191225230489033
425,230,0.22,5.442417710521793,0.3877055185117335
426,35,0.09,3.58351893845611,0.23595477958502512
427,671,0.2,6.51025834052315,0.47487842275686143
428,112,0.19,4.727387818712341,0.32933423113055343
429,106,0.11,4.672828834461906,0.3248803220207563
430,129,0.21,4.867534450455582,0.34077506655673057
431,79,0.2,4.382026634673881,0.30114075676712676
432,349,0.22,5.857933154483459,0.4216260184357682
433,154,0.23,5.043425116919247,0.3551338573673305
434,258,0.21,5.556828061699537,0.3970453790748742
435,496,0.21,6.208590026096629,0.45025180493725403
436,2141,0.21,7.669495251007694,0.569512439627861
437,452,0.21,6.115892125483034,0.44268443487576553
438,48,0.21,3.8918202981106265,0.26112288440210046
439,2271,0.22,7.7284157798410416,0.5743224023449147
440,158,0.23,5.0689042022202315,0.3572138361589161
441,612,0.2,6.418364935936212,0.4673767275284211
442,35,0.23,3.58351893845611,0.23595477958502512
443,1658,0.22,7.413970290190444,0.5486527230037296
444,182,0.23,5.209486152841421,0.3686902087334254
445,292,0.22,5.680172609017068,0.4071145805178424
446,53,0.15,3.9889840465642745,0.2690548228413007
447,1851,0.21,7.524021415206125,0.5576367192233231
448,22,0.23,3.1354942159291497,0.19938039279076808
449,1079,0.22,6.984716320118266,0.5136106819176028
450,84,0.19,4.442651256490317,0.30608983269102613
451,364,0.2,5.8998973535824915,0.4250517553922078
452,1412,0.21,7.253470382684528,0.5355503529727753
453,31,0.23,3.4657359027997265,0.22633959076329865
454,165,0.19,5.111987788356544,0.3607309539977388
455,3327,0.17,8.1101268019411,0.6054832866978505
456,7494,0.14,8.921991410536698,0.6717596520998884
457,18657,0.16,9.834030287520907,0.7462137189872642
458,8294,0.19,9.023408202624545,0.6800387866983825
459,46,0.2,3.8501476017100584,0.25772094419594965
460,327,0.2,5.793013608384144,0.4163263274362362
461,1857,0.2,7.527255919373784,0.5579007671665892
462,2863,0.21,7.9599745280805365,0.5932256431659514
463,1700,0.21,7.438971592395862,0.5506936980911391
464,612,0.19,6.418364935936212,0.4673767275284211
465,1867,0.2,7.532623618788788,0.5583389579733206
466,1306,0.17,7.175489713624222,0.529184420448784
467,2925,0.17,7.98139158158007,0.5949740190017025
468,18,0.17,2.9444389791664403,0.1837836460554198
469,1473,0.21,7.295735072749282,0.5390006204344658
470,201,0.2,5.308267697401205,0.3767542155553843
471,27292,0.19,10.214385538037911,0.7772639252642143
472,312,0.19,5.746203190540153,0.4125049706178658
473,1823,0.21,7.508787170634276,0.5563930754566433
474,1084,0.17,6.98933526597456,0.5139877484137931
475,1078,0.21,6.983789965258135,0.5135350591689919
476,6922,0.21,8.842604480678025,0.6652789198253767
477,795,0.2,6.679599185844383,0.4887025205475197
478,14238,0.21,9.563739957780994,0.7241486351434592
479,398,0.2,5.988961416889864,0.43232247804898266
480,3686,0.21,8.212568398234145,0.6138460809327545
481,2641,0.2,7.879291485082271,0.5866391030176482
482,183,0.2,5.214935757608986,0.3691350858632421
483,2449,0.2,7.803843303538772,0.5804799094822307
484,1339,0.21,7.200424892944957,0.531219997610948
485,2143,0.21,7.670428522190693,0.5695886269887691
486,8140,0.2,9.004668301573977,0.6785089595369621
487,4617,0.21,8.43771698991444,0.6322260302173653
488,600,0.2,6.398594934535208,0.4657628083810914
489,289,0.22,5.66988092298052,0.4062744212879171
490,310,0.19,5.739792912179234,0.4119816691381868
491,304,0.21,5.720311776607412,0.41039133148097795
492,149,0.2,5.0106352940962555,0.35245706833640583
493,9,0.11,2.302585092994046,0.13138606369465283
494,2943,0.21,7.987524479848767,0.5954746766265407
495,143,0.22,4.969813299576001,0.3491245749666745
496,46,0.2,3.8501476017100584,0.25772094419594965
497,632,0.22,6.450470422144176,0.4699976509099809
498,497,0.19,6.210600077024653,0.45041589494483897
499,2472,0.21,7.813187267521416,0.5812427016579956
500,18,0.17,2.9444389791664403,0.1837836460554198
501,2170,0.2,7.682943169878292,0.5706102571402002
502,100,0.19,4.61512051684126,0.32016931786455965
503,23,0.22,3.1780538303479458,0.20285473632874956
504,175,0.13,5.170483995038151,0.3655062772814694
505,318,0.21,5.765191102784844,0.414055044111435
506,938,0.22,6.844815479208263,0.5021899115649661
507,27,0.19,3.332204510175204,0.21543878873728722
508,820,0.18,6.710523109452428,0.49122698736010423
509,631,0.21,6.448889394146858,0.46986858408264087
510,27,0.19,3.332204510175204,0.21543878873728722
511,9,0.22,2.302585092994046,0.13138606369465283
512,3320,0.2,8.108021221376747,0.6053113981521632
513,23,0.22,3.1780538303479458,0.20285473632874956
514,733,0.2,6.598509028614515,0.48208274573017396
515,9,0.22,2.302585092994046,0.13138606369465283
516,36,0.22,3.6109179126442243,0.23819148802841164
517,27,0.22,3.332204510175204,0.21543878873728722
518,9,0.22,2.302585092994046,0.13138606369465283
519,126,0.21,4.844187086458591,0.33886911030361133
520,18,0.22,2.9444389791664403,0.1837836460554198
521,363,0.14,5.8971538676367405,0.42482779159936496
522,1089,0.19,6.993932975223189,0.5143630812647983
523,1230,0.11,7.115582126184454,0.5242938794478886
524,938,0.11,6.844815479208263,0.5021899115649661
525,11279,0.18,9.33078652505205,0.7051315396010014
526,87,0.2,4.477336814478207,0.30892137959064475
527,15824,0.13,9.669346247012378,0.7327697782992867
528,27319,0.17,10.215374313684727,0.7773446437182214
529,6776,0.18,8.821289805136113,0.6635389015887333
530,1770,0.19,7.479299637782834,0.5539858680462261
531,4125,0.18,8.325063693631197,0.6230296063935362
532,28172,0.2,10.246119351472723,0.7798545072313774
533,71,0.15,4.276666119016055,0.2925396772758498
534,268,0.14,5.594711379601839,0.4001379743097838
535,3002,0.19,8.00736706798333,0.5970945213738112
536,1077,0.19,6.982862751468942,0.5134593663019206
537,331,0.2,5.805134968916488,0.4173158516885634
538,1707,0.18,7.443078374348516,0.5510289542144371
539,33,0.18,3.5263605246161616,0.23128866668719794
540,1081,0.19,6.9865664594064265,0.5137617175782396
541,1464,0.18,7.289610521451167,0.5385006442124951
542,922,0.19,6.827629234502852,0.5007869167528691
543,414,0.19,6.028278520230698,0.4355321200015669
544,3315,0.19,8.106514516255185,0.6051883986543004
545,1431,0.16,7.266827347520591,0.5366407454751267
546,1415,0.2,7.255591274253665,0.5357234914285302
